"part_id","sday_id","day","month","year","dayofweek","holiday"
1856,20101029,29,10,2010,5,"0"
2251,20101120,20,11,2010,3,"0"
5294,20101027,27,10,2010,3,"0"
5966,20101025,25,10,2010,1,"0"
6286,20101120,20,11,2010,6,"0"
6927,20101027,27,10,2010,3,"0"
9930,20101028,28,10,2010,4,"0"
10419,20101116,16,11,2010,2,"0"
10504,20101026,26,10,2010,2,"0"
12958,20101027,27,10,2010,3,"0"
19607,20101117,17,11,2010,3,"0"
21748,20101118,18,11,2010,4,"0"
22259,20101029,29,10,2010,5,"0"
25946,20101117,17,11,2010,3,"0"
27902,20101117,17,11,2010,3,"0"
27905,20101027,27,10,2010,3,"0"
29501,20101115,15,11,2010,1,"0"
31741,20101027,27,10,2010,3,"0"
32126,20101026,26,10,2010,2,"0"
33118,20101025,25,10,2010,1,"0"
36037,20101115,15,11,2010,1,"0"
36421,20101028,28,10,2010,4,"0"
38226,20101022,22,10,2010,5,"0"
39743,20101206,6,12,2010,1,"0"
40026,20110131,31,1,2011,1,"0"
40027,20110127,27,1,2011,4,"0"
40028,20110206,6,2,2011,0,"0"
40029,20110126,26,1,2011,3,"0"
40030,20110205,5,2,2011,6,"0"
40032,20110202,2,2,2011,3,"0"
40033,20110131,31,1,2011,1,"0"
40034,20110201,1,2,2011,2,"0"
40036,20110127,27,1,2011,4,"0"
41931,20101027,27,10,2010,3,"0"
42430,20101029,29,10,2010,5,"0"
43226,20101029,29,10,2010,5,"0"
43404,20101028,28,10,2010,4,"0"
45114,20101027,27,10,2010,3,"0"
46508,20101028,28,10,2010,4,"0"
46568,20101117,17,11,2010,3,"0"
46753,20101026,26,10,2010,2,"0"
46755,20101115,15,11,2010,1,"0"
48977,20101028,28,10,2010,4,"0"
50042,20110126,26,1,2011,3,"0"
50046,20110201,1,2,2011,2,"0"
50047,20110203,3,2,2011,4,"0"
50049,20110203,3,2,2011,4,"0"
50050,20110205,5,2,2011,6,"0"
54681,20101028,28,10,2010,4,"0"
55197,20101025,25,10,2010,4,"0"
55976,20101115,15,11,2010,1,"0"
56016,20101116,16,11,2010,2,"0"
59635,20101026,26,10,2010,2,"0"
59730,20101028,28,10,2010,4,"0"
60001,20110211,11,2,2011,5,"0"
60002,20110210,10,2,2011,4,"0"
60003,20110208,8,2,2011,2,"0"
60004,20110209,9,2,2011,3,"0"
60005,20110211,11,2,2011,5,"0"
60006,20110206,6,2,2011,0,"0"
60007,20110206,6,2,2011,0,"0"
60008,20110207,7,2,2011,1,"0"
60009,20110206,6,2,2011,0,"0"
60011,20110206,6,2,2011,0,"0"
60012,20110206,6,2,2011,0,"0"
65989,20101115,15,11,2010,1,"0"
72620,20101029,29,10,2010,5,"0"
77167,20101116,16,11,2010,2,"0"
78144,20101029,29,10,2010,5,"0"
81043,20101214,14,12,2010,2,"0"
81678,20101031,31,10,2010,0,"1"
81991,20101117,17,11,2010,3,"0"
84346,20101117,17,11,2010,3,"0"
92192,20101117,17,11,2010,3,"0"
93834,20101027,27,10,2010,3,"0"
97902,20101103,3,11,2010,3,"1"
101292,20101118,18,11,2010,4,"0"
101499,20101117,17,11,2010,3,"0"
101565,20101025,25,10,2010,1,"0"
102388,20101117,17,11,2010,3,"0"
104728,20101110,10,11,2010,3,"0"
108387,20101125,25,11,2010,4,"0"
108837,20101026,26,10,2010,6,"0"
111403,20101103,3,11,2010,3,"1"
113146,20101120,20,11,2010,2,"0"
115983,20101028,28,10,2010,4,"0"
118408,20101116,16,11,2010,2,"0"
118535,20101029,29,10,2010,5,"0"
120038,20101025,25,10,2010,1,"0"
120152,20101115,15,11,2010,1,"0"
120226,20101027,27,10,2010,3,"0"
123951,20101026,26,10,2010,2,"0"
124592,20101029,29,10,2010,5,"0"
127249,20101119,19,11,2010,5,"0"
127270,20101117,17,11,2010,3,"0"
127299,20101117,17,11,2010,3,"0"
129718,20101026,26,10,2010,2,"0"
130779,20101026,26,10,2010,2,"0"
132169,20101128,28,11,2010,0,"0"
132701,20101025,25,10,2010,1,"0"
133609,20101118,18,11,2010,4,"0"
140370,20101117,17,11,2010,3,"0"
143921,20101027,27,10,2010,3,"0"
147268,20101027,27,10,2010,3,"0"
147532,20101027,27,10,2010,3,"0"
151212,20101117,17,11,2010,3,"0"
154799,20101026,26,10,2010,2,"0"
160773,20101116,16,11,2010,2,"0"
163265,20101106,6,11,2010,6,"1"
163924,20101028,28,10,2010,4,"0"
170596,20101202,2,12,2010,4,"0"
170729,20101120,20,11,2010,6,"0"
170929,20101117,17,11,2010,3,"0"
172249,20101029,29,10,2010,5,"0"
174345,20101027,27,10,2010,3,"0"
178287,20101115,15,11,2010,1,"0"
181118,20101028,28,10,2010,4,"0"
181882,20101121,21,11,2010,0,"0"
184160,20101026,26,10,2010,2,"0"
188189,20101024,24,10,2010,0,"0"
188749,20101027,27,10,2010,3,"0"
191529,20101029,29,10,2010,5,"0"
192682,20101029,29,10,2010,5,"0"
201795,20101127,27,11,2010,6,"0"
205052,20101128,28,11,2010,0,"0"
210174,20101117,17,11,2010,3,"0"
213544,20101026,26,10,2010,2,"0"
215665,20101029,29,10,2010,5,"0"
216250,20101027,27,10,2010,3,"0"
216622,20101026,26,10,2010,2,"0"
217612,20101127,27,11,2010,6,"0"
218307,20101128,28,11,2010,0,"0"
218575,20101128,28,11,2010,0,"0"
221582,20101028,28,10,2010,4,"0"
222889,20101116,16,11,2010,2,"0"
223825,20101117,17,11,2010,3,"0"
225664,20101026,26,10,2010,2,"0"
227760,20101029,29,10,2010,5,"0"
231634,20101116,16,11,2010,2,"0"
236095,20101118,18,11,2010,4,"0"
237254,20101117,17,11,2010,3,"0"
238070,20101204,4,12,2010,6,"0"
239183,20101127,27,11,2010,6,"0"
239374,20101121,21,11,2010,0,"0"
241778,20101029,29,10,2010,5,"0"
243369,20101029,29,10,2010,5,"0"
244303,20101027,27,10,2010,3,"0"
244706,20101028,28,10,2010,4,"0"
249821,20101029,29,10,2010,5,"0"
255010,20101119,19,11,2010,5,"0"
256146,20101027,27,10,2010,3,"0"
258605,20101027,27,10,2010,3,"0"
262080,20101115,15,11,2010,1,"0"
270985,20101116,16,11,2010,2,"0"
274203,20101027,27,10,2010,3,"0"
278685,20101029,29,10,2010,5,"0"
279254,20101220,20,12,2010,1,"0"
280492,20101027,27,10,2010,3,"0"
282627,20101128,28,11,2010,0,"0"
285321,20101026,26,10,2010,2,"0"
287388,20101029,29,10,2010,5,"0"
291891,20101107,7,11,2010,0,"1"
293498,20101118,18,11,2010,4,"0"
295573,20101116,16,11,2010,2,"0"
296341,20101029,29,10,2010,5,"0"
299253,20101117,17,11,2010,3,"0"
301380,20101025,25,10,2010,1,"0"
301390,20101024,24,10,2010,0,"0"
301545,20101026,26,10,2010,2,"0"
302280,20101025,25,10,2010,1,"0"
302511,20101022,22,10,2010,5,"0"
310248,20101116,16,11,2010,2,"0"
320422,20101116,16,11,2010,2,"0"
321110,20101104,4,11,2010,4,"1"
321267,20101028,28,10,2010,4,"0"
327374,20101027,27,10,2010,3,"0"
328869,20101124,24,11,2010,3,"0"
332397,20101025,25,10,2010,1,"0"
333698,20101128,28,11,2010,0,"0"
333803,20101116,16,11,2010,2,"0"
334010,20101025,25,10,2010,1,"0"
343842,20101119,19,11,2010,5,"0"
348080,20101029,29,10,2010,5,"0"
350282,20101117,17,11,2010,3,"0"
351232,20101116,16,11,2010,2,"0"
352221,20101217,17,12,2010,5,"0"
354251,20101116,16,11,2010,2,"0"
356060,20101028,28,10,2010,4,"0"
357065,20101116,16,11,2010,2,"0"
358257,20101117,17,11,2010,3,"0"
358496,20101025,25,10,2010,1,"0"
358599,20101027,27,10,2010,3,"0"
359305,20101023,23,10,2010,6,"0"
359677,20101022,22,10,2010,6,"0"
364557,20101205,5,12,2010,0,"0"
370614,20101117,17,11,2010,3,"0"
374335,20101028,28,10,2010,4,"0"
375326,20101130,30,11,2010,2,"0"
379514,20101028,28,10,2010,4,"0"
384555,20101116,16,11,2010,2,"0"
384769,20101027,27,10,2010,3,"0"
386213,20101117,17,11,2010,2,"0"
386919,20101022,22,10,2010,0,"0"
387316,20101029,29,10,2010,5,"0"
390853,20101027,27,10,2010,3,"0"
390885,20101105,5,11,2010,5,"1"
395326,20101107,7,11,2010,0,"1"
398508,20101115,15,11,2010,1,"0"
400839,20101106,6,11,2010,6,"1"
401108,20101129,29,11,2010,1,"0"
403196,20101116,16,11,2010,2,"0"
413191,20101117,17,11,2010,3,"0"
423858,20101110,10,11,2010,3,"0"
426803,20101103,3,11,2010,3,"1"
427469,20101125,25,11,2010,4,"0"
429622,20101214,14,12,2010,2,"0"
433959,20101102,2,11,2010,2,"1"
434554,20101105,5,11,2010,5,"1"
437552,20101028,28,10,2010,4,"0"
440307,20101106,6,11,2010,6,"1"
440673,20101027,27,10,2010,3,"0"
444168,20101103,3,11,2010,3,"1"
445518,20101220,20,12,2010,1,"0"
447699,20101104,4,11,2010,4,"1"
450487,20101211,11,12,2010,6,"0"
452932,20101107,7,11,2010,0,"1"
459120,20101106,6,11,2010,6,"1"
461022,20101105,5,11,2010,5,"1"
462393,20101223,23,12,2010,4,"0"
475876,20101031,31,10,2010,0,"1"
479362,20101115,15,11,2010,1,"0"
483004,20101108,8,11,2010,1,"0"
483452,20101219,19,12,2010,0,"0"
484521,20101106,6,11,2010,6,"1"
485163,20101117,17,11,2010,3,"0"
487913,20101025,25,10,2010,1,"0"
493829,20101101,1,11,2010,1,"1"
494521,20101104,4,11,2010,4,"1"
496477,20101028,28,10,2010,4,"0"
498382,20101222,22,12,2010,3,"0"
498428,20101103,3,11,2010,3,"1"
499299,20101027,27,10,2010,3,"0"
502804,20101105,5,11,2010,5,"1"
505287,20101221,21,12,2010,2,"0"
510954,20101028,28,10,2010,4,"0"
512085,20101120,20,11,2010,3,"0"
519786,20101102,2,11,2010,2,"1"
519853,20101118,18,11,2010,4,"0"
526803,20101103,3,11,2010,3,"1"
527040,20101029,29,10,2010,5,"0"
527208,20101108,8,11,2010,1,"0"
527263,20101104,4,11,2010,4,"1"
531555,20101118,18,11,2010,4,"0"
533030,20101108,8,11,2010,1,"0"
534460,20101102,2,11,2010,2,"1"
534636,20101206,6,12,2010,1,"0"
537177,20101027,27,10,2010,3,"0"
545163,20101116,16,11,2010,2,"0"
545368,20101128,28,11,2010,0,"0"
545556,20101112,12,11,2010,5,"0"
546107,20101115,15,11,2010,1,"0"
546929,20101104,4,11,2010,4,"1"
547516,20101211,11,12,2010,6,"0"
548628,20101111,11,11,2010,4,"1"
551273,20101211,11,12,2010,6,"0"
553002,20101107,7,11,2010,0,"1"
553393,20101105,5,11,2010,5,"1"
556142,20101208,8,12,2010,3,"0"
556706,20101104,4,11,2010,4,"1"
561144,20101029,29,10,2010,5,"0"
566160,20101029,29,10,2010,5,"0"
566343,20101117,17,11,2010,3,"0"
566367,20101026,26,10,2010,2,"0"
571109,20101106,6,11,2010,6,"1"
571324,20101120,20,11,2010,6,"0"
572734,20101127,27,11,2010,6,"0"
576031,20101028,28,10,2010,4,"0"
576680,20101116,16,11,2010,2,"0"
581550,20101024,24,10,2010,0,"0"
583315,20101029,29,10,2010,5,"0"
584049,20101028,28,10,2010,4,"0"
584918,20101101,1,11,2010,1,"1"
592766,20101118,18,11,2010,4,"0"
593600,20101118,18,11,2010,4,"0"
594259,20101108,8,11,2010,1,"0"
597056,20101205,5,12,2010,0,"0"
598711,20101222,22,12,2010,3,"0"
603778,20101104,4,11,2010,4,"1"
604026,20101026,26,10,2010,2,"0"
604197,20101103,3,11,2010,3,"1"
606424,20101115,15,11,2010,1,"0"
611896,20101028,28,10,2010,4,"0"
616530,20101115,15,11,2010,1,"0"
617467,20101116,16,11,2010,2,"0"
617545,20101116,16,11,2010,2,"0"
621307,20101026,26,10,2010,2,"0"
621662,20101116,16,11,2010,2,"0"
624215,20101117,17,11,2010,3,"0"
625175,20101118,18,11,2010,4,"0"
625820,20101027,27,10,2010,3,"0"
628628,20101127,27,11,2010,6,"0"
628763,20101124,24,11,2010,3,"0"
629762,20101116,16,11,2010,2,"0"
633492,20101105,5,11,2010,5,"1"
636625,20110102,2,1,2011,0,"1"
637994,20101103,3,11,2010,3,"1"
642349,20101106,6,11,2010,6,"1"
645379,20101108,8,11,2010,1,"0"
645787,20101224,24,12,2010,5,"0"
649428,20101105,5,11,2010,5,"1"
649802,20101028,28,10,2010,4,"0"
651226,20101115,15,11,2010,1,"0"
652965,20101028,28,10,2010,4,"0"
659083,20101108,8,11,2010,1,"0"
662605,20101117,17,11,2010,3,"0"
662679,20101107,7,11,2010,0,"1"
663437,20101128,28,11,2010,0,"0"
664572,20101023,23,10,2010,6,"0"
665108,20101025,25,10,2010,1,"0"
665471,20101021,21,10,2010,4,"0"
675532,20101004,4,10,2010,4,"0"
677245,20101214,14,12,2010,2,"0"
683568,20101102,2,11,2010,2,"1"
683661,20101101,1,11,2010,1,"1"
683960,20101027,27,10,2010,3,"0"
684191,20101108,8,11,2010,1,"0"
687187,20101031,31,10,2010,0,"1"
688896,20101102,2,11,2010,2,"1"
690022,20101105,5,11,2010,5,"1"
690218,20101106,6,11,2010,4,"1"
691231,20101115,15,11,2010,1,"0"
694847,20101108,8,11,2010,1,"0"
697572,20101105,5,11,2010,5,"1"
699139,20101109,9,11,2010,2,"0"
699832,20101026,26,10,2010,2,"0"
705053,20101028,28,10,2010,4,"0"
706453,20101109,9,11,2010,2,"0"
712628,20101118,18,11,2010,4,"0"
713613,20110122,22,1,2011,6,"0"
716531,20101118,18,11,2010,4,"0"
717301,20101026,26,10,2010,2,"0"
717368,20101107,7,11,2010,0,"1"
718005,20101124,24,11,2010,3,"0"
720636,20101221,21,12,2010,2,"0"
721660,20101217,17,12,2010,5,"0"
728399,20101109,9,11,2010,2,"0"
729271,20101118,18,11,2010,4,"0"
730678,20101117,17,11,2010,3,"0"
731030,20101114,14,11,2010,0,"0"
731543,20101206,6,12,2010,1,"0"
731775,20101103,3,11,2010,3,"1"
735293,20101219,19,12,2010,0,"0"
737602,20101027,27,10,2010,3,"0"
739384,20101113,13,11,2010,6,"0"
739663,20101119,19,11,2010,5,"0"
740381,20101205,5,12,2010,0,"0"
746979,20101104,4,11,2010,4,"1"
747173,20101110,10,11,2010,3,"0"
748866,20101104,4,11,2010,4,"1"
749014,20101026,26,10,2010,2,"0"
751429,20101117,17,11,2010,3,"0"
754840,20101026,26,10,2010,2,"0"
755264,20101027,27,10,2010,3,"0"
756792,20101117,17,11,2010,3,"0"
759592,20101117,17,11,2010,3,"0"
760289,20101107,7,11,2010,0,"1"
764060,20101221,21,12,2010,2,"0"
766042,20101209,9,12,2010,4,"0"
767949,20101116,16,11,2010,2,"0"
771592,20101224,24,12,2010,5,"0"
772138,20101106,6,11,2010,6,"1"
774736,20101115,15,11,2010,1,"0"
775087,20101116,16,11,2010,2,"0"
781682,20101029,29,10,2010,5,"0"
787147,20101103,3,11,2010,3,"1"
787539,20101101,1,11,2010,1,"1"
790064,20101101,1,11,2010,1,"1"
791137,20101026,26,10,2010,2,"0"
792729,20101103,3,11,2010,3,"1"
793721,20101106,6,11,2010,6,"1"
797468,20101115,15,11,2010,1,"0"
797667,20101028,28,10,2010,4,"0"
798806,20101027,27,10,2010,3,"0"
798895,20101117,17,11,2010,3,"0"
799900,20101115,15,11,2010,1,"0"
801970,20101118,18,11,2010,4,"0"
802686,20101118,18,11,2010,4,"0"
802823,20101117,17,11,2010,3,"0"
802832,20101029,29,10,2010,5,"0"
813637,20101101,1,11,2010,1,"1"
814881,20101208,8,12,2010,3,"0"
826660,20101101,1,11,2010,1,"1"
831234,20101024,24,10,2010,0,"0"
831518,20101023,23,10,2010,6,"0"
832009,20101223,23,12,2010,4,"0"
834865,20101118,18,11,2010,4,"0"
837008,20101116,16,11,2010,2,"0"
837912,20101106,6,11,2010,6,"1"
841628,20101107,7,11,2010,0,"1"
844285,20101128,28,11,2010,0,"0"
844699,20101105,5,11,2010,5,"1"
845019,20101027,27,10,2010,3,"0"
845035,20101108,8,11,2010,1,"0"
850275,20101116,16,11,2010,2,"0"
851575,20101102,2,11,2010,2,"1"
853727,20101030,30,10,2010,0,"1"
853919,20101116,16,11,2010,2,"0"
854253,20101028,28,10,2010,4,"0"
856642,20101103,3,11,2010,3,"1"
859753,20101108,8,11,2010,1,"0"
862923,20101108,8,11,2010,1,"0"
866483,20101101,1,11,2010,1,"1"
866536,20101130,30,11,2010,2,"0"
868501,20101102,2,11,2010,2,"1"
869204,20101107,7,11,2010,0,"1"
869675,20101115,15,11,2010,1,"0"
871264,20101031,31,10,2010,0,"1"
874422,20101104,4,11,2010,4,"1"
876164,20101115,15,11,2010,1,"0"
878600,20101105,5,11,2010,5,"1"
878809,20101103,3,11,2010,3,"1"
879982,20101029,29,10,2010,5,"0"
881301,20101028,28,10,2010,4,"0"
883085,20101108,8,11,2010,1,"0"
883511,20101101,1,11,2010,1,"1"
884944,20101102,2,11,2010,2,"1"
885323,20101108,8,11,2010,1,"0"
886395,20101029,29,10,2010,5,"0"
892394,20101026,26,10,2010,2,"0"
892572,20101021,21,10,2010,4,"0"
895396,20101115,15,11,2010,1,"0"
898358,20101104,4,11,2010,4,"1"
899590,20101029,29,10,2010,5,"0"
901352,20101118,18,11,2010,4,"0"
901586,20101106,6,11,2010,6,"1"
902398,20101102,2,11,2010,2,"1"
902660,20101105,5,11,2010,5,"1"
905077,20101108,8,11,2010,1,"0"
906618,20101101,1,11,2010,1,"1"
907565,20101029,29,10,2010,5,"0"
909993,20101031,31,10,2010,0,"1"
910862,20101123,23,11,2010,2,"0"
913997,20101109,9,11,2010,2,"0"
915270,20101109,9,11,2010,2,"0"
921579,20101102,2,11,2010,2,"1"
926690,20101031,31,10,2010,0,"1"
930186,20101026,26,10,2010,2,"0"
930187,20101203,3,12,2010,5,"0"
930308,20101026,26,10,2010,2,"0"
930356,20101025,25,10,2010,1,"0"
930901,20101029,29,10,2010,5,"0"
930964,20101026,26,10,2010,2,"0"
931504,20101027,27,10,2010,3,"0"
936337,20101202,2,12,2010,4,"0"
938549,20101117,17,11,2010,3,"0"
944692,20101105,5,11,2010,5,"1"
944749,20101105,5,11,2010,5,"1"
944990,20101105,5,11,2010,5,"1"
945296,20101108,8,11,2010,1,"0"
945501,20101028,28,10,2010,4,"0"
946711,20101004,4,10,2010,4,"0"
952348,20101108,8,11,2010,1,"0"
953000,20101028,28,10,2010,4,"0"
959305,20101029,29,10,2010,5,"0"
962023,20101108,8,11,2010,1,"0"
964077,20101223,23,12,2010,4,"0"
964389,20101103,3,11,2010,3,"1"
967582,20101128,28,11,2010,0,"0"
968599,20101104,4,11,2010,4,"1"
969754,20101115,15,11,2010,1,"0"
972028,20101104,4,11,2010,4,"1"
975577,20101031,31,10,2010,4,"1"
979882,20101026,26,10,2010,2,"0"
980672,20101101,1,11,2010,1,"1"
981565,20101029,29,10,2010,5,"0"
981597,20101023,23,10,2010,6,"0"
983741,20101027,27,10,2010,3,"0"
985649,20101127,27,11,2010,6,"0"
988228,20101107,7,11,2010,0,"1"
990252,20101107,7,11,2010,0,"1"
990294,20101026,26,10,2010,2,"0"
990329,20101122,22,11,2010,1,"0"
990337,20101108,8,11,2010,1,"0"
992362,20101109,9,11,2010,2,"0"
996719,20101116,16,11,2010,2,"0"
1000843,20101106,6,11,2010,6,"1"
1003610,20101022,22,10,2010,5,"0"
1005126,20101023,23,10,2010,6,"0"
1005762,20101028,28,10,2010,4,"0"
1005905,20101105,5,11,2010,5,"1"
1011828,20101104,4,11,2010,4,"1"
1016821,20101102,2,11,2010,2,"1"
1017095,20101115,15,11,2010,1,"0"
1019095,20101223,23,12,2010,4,"0"
1019574,20101027,27,10,2010,3,"0"
1026157,20101027,27,10,2010,3,"0"
1027212,20101028,28,10,2010,4,"0"
1028025,20101121,21,11,2010,0,"0"
1029936,20101104,4,11,2010,4,"1"
1030663,20101106,6,11,2010,6,"1"
1037871,20101115,15,11,2010,1,"0"
1041723,20101029,29,10,2010,5,"0"
1043071,20101115,15,11,2010,1,"0"
1051948,20101118,18,11,2010,4,"0"
1053693,20101103,3,11,2010,3,"1"
1054233,20101207,7,12,2010,2,"0"
1057283,20101026,26,10,2010,2,"0"
1057506,20101029,29,10,2010,5,"0"
1060168,20101105,5,11,2010,5,"1"
1064981,20101101,1,11,2010,1,"1"
1067418,20101107,7,11,2010,0,"1"
1068095,20101101,1,11,2010,1,"1"
1068149,20101106,6,11,2010,6,"1"
1068877,20101029,29,10,2010,5,"0"
1072212,20101117,17,11,2010,3,"0"
1072456,20101117,17,11,2010,3,"0"
1075546,20101204,4,12,2010,6,"0"
1076443,20101104,4,11,2010,4,"1"
1081630,20101218,18,12,2010,6,"0"
1084847,20101106,6,11,2010,6,"1"
1085840,20101028,28,10,2010,4,"0"
1086599,20101115,15,11,2010,1,"0"
1088788,20101221,21,12,2010,2,"0"
1090305,20101027,27,10,2010,3,"0"
1091460,20101120,20,11,2010,6,"0"
1096591,20101028,28,10,2010,4,"0"
1104249,20101115,15,11,2010,1,"0"
1105569,20101118,18,11,2010,4,"0"
1107712,20101026,26,10,2010,2,"0"
1113927,20101103,3,11,2010,3,"1"
1114184,20101203,3,12,2010,5,"0"
1114887,20101104,4,11,2010,4,"1"
1115018,20101103,3,11,2010,3,"1"
1117070,20101104,4,11,2010,4,"1"
1123048,20101124,24,11,2010,3,"0"
1126974,20101115,15,11,2010,1,"0"
1128879,20101120,20,11,2010,6,"0"
1129094,20101129,29,11,2010,1,"0"
1136587,20101105,5,11,2010,5,"1"
1138872,20101109,9,11,2010,2,"0"
1139114,20101104,4,11,2010,4,"1"
1139663,20101103,3,11,2010,3,"1"
1142837,20101122,22,11,2010,1,"0"
1142887,20101106,6,11,2010,6,"1"
1143659,20101205,5,12,2010,0,"0"
1143801,20101117,17,11,2010,3,"0"
1144615,20101029,29,10,2010,5,"0"
1149676,20110115,15,1,2011,6,"0"
1152737,20101023,23,10,2010,6,"0"
1154720,20101007,7,10,2010,3,"0"
1158201,20101027,27,10,2010,3,"0"
1158611,20101031,31,10,2010,0,"1"
1159748,20101026,26,10,2010,2,"0"
1161155,20101107,7,11,2010,0,"1"
1161194,20101204,4,12,2010,6,"0"
1163713,20101102,2,11,2010,2,"1"
1164032,20101107,7,11,2010,0,"1"
1164069,20101031,31,10,2010,0,"1"
1164567,20101106,6,11,2010,6,"1"
1167219,NA,NA,NA,2010,NA,NA
1168759,20101026,26,10,2010,2,"0"
1169919,20101031,31,10,2010,0,"1"
1174403,20101121,21,11,2010,0,"0"
1179706,20101209,9,12,2010,4,"0"
1186038,20101108,8,11,2010,1,"0"
1186234,20101202,2,12,2010,4,"0"
1189640,20101104,4,11,2010,4,"1"
1190016,20101027,27,10,2010,3,"0"
1191518,20101102,2,11,2010,2,"1"
1192108,20101107,7,11,2010,0,"1"
1196216,20101023,23,10,2010,6,"0"
1196611,20101117,17,11,2010,3,"0"
1203886,20101026,26,10,2010,2,"0"
1204174,20101107,7,11,2010,0,"1"
1207442,20101116,16,11,2010,2,"0"
1207547,20101202,2,12,2010,4,"0"
1208537,20101116,16,11,2010,2,"0"
1215498,20101105,5,11,2010,5,"1"
1218302,20101031,31,10,2010,0,"1"
1219128,20101206,6,12,2010,1,"0"
1220261,20101218,18,12,2010,6,"0"
1221734,20101120,20,11,2010,6,"0"
1221862,20101117,17,11,2010,3,"0"
1230767,20101104,4,11,2010,4,"1"
1230823,20101115,15,11,2010,1,"0"
1231269,20101028,28,10,2010,4,"0"
1234370,20101104,4,11,2010,4,"1"
1237639,20101103,3,11,2010,3,"1"
1240798,20101105,5,11,2010,5,"1"
1242890,20101101,1,11,2010,1,"1"
1245737,20101026,26,10,2010,2,"0"
1245844,20101114,14,11,2010,0,"0"
1249311,20101026,26,10,2010,2,"0"
1250302,20101021,21,10,2010,4,"0"
1250694,20101024,24,10,2010,0,"0"
1256412,20101128,28,11,2010,0,"0"
1257498,20101106,6,11,2010,6,"1"
